TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_ADMIN;ADMIN
FACFIF;00.067.956/0001-00;1994-05-27;21.562.962/0001-04;BANCO CREDITO REAL DE MG SA
FACFIF;00.856.750/0001-60;2003-04-30;33.066.408/0001-15;BANCO ABN AMRO REAL S.A.
FACFIF;01.103.105/0001-39;2003-04-30;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
FACFIF;01.146.544/0001-29;2003-04-30;61.472.676/0001-72;BANCO SANTANDER BRASIL SA
FACFIF;01.174.071/0001-73;2003-04-30;33.066.408/0001-15;BANCO ABN AMRO REAL S.A.
FACFIF;01.268.865/0001-04;2003-04-30;60.746.948/0001-12;BANCO BRADESCO S.A.
FACFIF;01.268.874/0001-97;2003-04-30;60.746.948/0001-12;BANCO BRADESCO S.A.
FACFIF;01.554.875/0001-06;2003-04-30;61.472.676/0001-72;BANCO SANTANDER BRASIL SA
FACFIF;01.615.670/0001-85;2003-04-30;17.192.451/0001-70;BANCO ITAUCARD S.A.
FACFIF;02.180.901/0001-38;2003-04-30;43.073.394/0001-10;BANCO NOSSA CAIXA S/A
FACFIF;02.181.111/0001-77;2003-04-30;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
FACFIF;02.846.242/0001-26;2003-04-30;60.701.190/0001-04;ITAU UNIBANCO S.A.
FACFIF;02.911.457/0001-83;2003-04-30;17.192.451/0001-70;BANCO ITAUCARD S.A.
FACFIF;02.935.857/0001-29;2003-04-30;60.701.190/0001-04;ITAU UNIBANCO S.A.
FACFIF;02.998.765/0001-98;2003-04-30;43.073.394/0001-10;BANCO NOSSA CAIXA S/A
FACFIF;03.011.931/0001-83;1999-04-05;61.230.165/0001-44;BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.
FACFIF;03.757.359/0001-04;2003-04-30;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FACFIF;04.052.654/0001-10;2003-04-30;33.479.023/0001-80;BANCO CITIBANK S.A
FACFIF;04.123.637/0001-26;2003-04-30;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FACFIF;04.538.423/0001-10;2003-04-30;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FACFIF;04.605.006/0001-43;2001-09-03;01.701.201/0001-89;KIRTON BANK S.A. - BANCO MÚLTIPLO
FACFIF;04.701.112/0001-20;2003-04-30;60.701.190/0001-04;ITAU UNIBANCO S.A.
FACFIF;04.810.809/0001-30;2003-04-30;33.172.537/0001-98;BANCO J.P. MORGAN S.A.
FACFIF;04.820.001/0001-33;2003-04-30;33.311.713/0001-25;ITAÚ DTVM S.A.
FACFIF;05.024.979/0001-51;2003-04-30;60.746.948/0001-12;BANCO BRADESCO S.A.
FACFIF;05.627.889/0001-55;2003-11-21;33.868.597/0001-40;CITIBANK DTVM SA
FACFIF;05.900.475/0001-58;2003-10-01;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FACFIF;06.006.066/0001-75;2004-11-29;33.868.597/0001-40;CITIBANK DTVM SA
FACFIF;06.190.240/0001-82;2004-07-12;58.229.246/0001-10;BRADESCO-KIRTON CORRETORA DE CÂMBIO S.A.
FACFIF;06.537.068/0001-90;2004-08-02;04.902.979/0001-44;BANCO DA AMAZÔNIA S.A.
FACFIF;07.408.147/0001-64;2005-04-11;04.902.979/0001-44;BANCO DA AMAZÔNIA S.A.
FICART;00.957.476/0001-15;1995-12-22;48.103.014/0001-67;BANCO SUDAMERIS DE INVESTIMENTO SA
FICART;32.836.417/0001-85;2019-02-01;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;05.285.819/0001-66;2008-11-26;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;05.429.936/0001-56;2002-12-27;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;05.452.428/0001-99;2003-03-21;61.024.352/0001-71;BANCO INDUSVAL S.A.
FIDC;05.453.375/0001-20;2003-03-07;02.279.042/0001-39;MVR PARTICIPAÇÕES S/A
FIDC;05.607.467/0001-18;2003-05-23;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;05.630.105/0001-48;2003-09-12;62.084.074/0001-00;LIDERPRIME  -  PARTICIPAÇÕES S.A.
FIDC;05.630.130/0001-21;2003-09-25;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;05.753.599/0001-58;2003-12-12;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;05.753.613/0001-13;2004-03-01;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;05.754.060/0001-13;2005-08-29;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;05.856.921/0001-74;2005-11-01;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;05.874.877/0001-25;2003-10-10;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;05.878.435/0001-57;2003-11-14;62.136.254/0001-99;MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A
FIDC;05.890.964/0001-76;2003-10-14;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;05.891.990/0001-19;2003-10-01;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;05.926.106/0001-34;2003-12-16;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;05.926.261/0001-50;2004-02-27;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;05.926.265/0001-39;2004-02-27;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;05.968.271/0001-59;2003-11-27;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;05.970.704/0001-00;2003-12-10;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;05.977.595/0001-53;2003-12-15;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;05.985.173/0001-20;2004-04-15;74.014.747/0001-35;AGORA CTVM S.A.
FIDC;05.999.369/0001-73;2003-12-11;15.114.366/0001-69;BANCO BOCOM BBM S.A.
FIDC;06.010.855/0001-80;2008-07-09;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;06.018.364/0001-85;2003-12-11;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;06.048.344/0001-57;2004-01-27;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;06.081.379/0001-98;2004-01-30;42.066.258/0001-30;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;06.115.721/0001-23;2004-04-01;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;06.150.839/0001-92;2004-10-08;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;06.154.787/0001-22;2004-04-01;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;06.182.371/0001-18;2004-04-19;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;06.198.306/0001-80;2004-06-08;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;06.207.288/0001-56;2004-05-07;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;06.254.311/0001-63;2004-06-02;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;06.308.868/0001-30;2004-06-30;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;06.310.491/0001-53;2004-07-20;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;06.318.094/0001-28;2004-06-25;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;06.318.104/0001-25;2004-06-25;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;06.318.137/0001-75;2004-06-25;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;06.318.153/0001-68;2004-06-25;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;06.332.301/0001-07;2004-08-03;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;06.863.950/0001-26;2004-08-27;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;06.871.540/0001-27;2004-09-03;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;06.906.430/0001-53;2004-08-23;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;06.906.437/0001-75;2004-08-23;60.746.948/0001-12;BANCO BRADESCO S.A.
FIDC;06.935.504/0001-80;2005-01-20;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;06.974.721/0001-89;2005-11-22;61.088.183/0001-33;BANCO MIZUHO DO BRASIL S/A
FIDC;06.977.381/0001-40;2004-10-08;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;06.988.383/0001-34;2004-10-20;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.002.446/0001-02;2004-10-21;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;07.013.018/0001-77;2004-10-15;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.
FIDC;07.081.873/0001-15;2004-11-12;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;07.082.957/0001-73;2005-01-21;01.701.201/0001-89;KIRTON BANK S.A. - BANCO MÚLTIPLO
FIDC;07.084.253/0001-30;2006-12-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;07.084.310/0001-80;2005-05-13;30.723.886/0001-62;BANCO MODAL S.A.
FIDC;07.084.349/0001-06;2005-08-05;30.723.886/0001-62;BANCO MODAL S.A.
FIDC;07.113.513/0001-58;2004-12-22;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.114.571/0001-04;2004-12-10;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;07.124.089/0001-47;2004-12-17;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;07.132.105/0001-43;2004-12-23;02.678.955/0001-28;AKRO PARTICIPAÇÕES E SERVIÇOS S.A.
FIDC;07.133.255/0001-71;2004-12-30;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.141.838/0001-44;2004-12-03;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.142.172/0001-49;2004-12-22;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.162.400/0001-42;2005-01-06;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;07.179.147/0001-30;2005-01-06;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.184.929/0001-67;2006-04-04;33.066.408/0001-15;BANCO ABN AMRO REAL S.A.
FIDC;07.189.234/0001-78;2005-01-12;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.194.245/0001-46;2004-12-16;61.739.629/0001-42;SPINELLI S/A CVMC
FIDC;07.238.838/0001-67;2005-03-09;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.291.830/0001-64;2005-03-24;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;07.296.935/0001-06;2005-03-30;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.366.477/0001-34;2005-05-11;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;07.369.553/0001-65;2005-04-28;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.378.911/0001-04;2005-04-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;07.381.406/0001-00;2005-06-14;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.381.623/0001-09;2005-05-24;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.381.773/0001-04;2005-06-13;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.383.363/0001-00;2005-09-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;07.389.019/0001-10;2005-06-07;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.399.646/0001-32;2005-05-19;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;07.401.537/0001-02;2005-05-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.405.047/0001-84;2005-06-30;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;07.436.072/0001-25;2005-06-02;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.436.093/0001-40;2005-07-08;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.454.401/0001-60;2006-03-10;15.114.366/0001-69;BANCO BOCOM BBM S.A.
FIDC;07.493.160/0001-69;2005-07-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.504.348/0001-65;2005-09-06;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;07.507.888/0001-00;2005-07-22;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.507.899/0001-82;2005-07-22;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.520.814/0001-04;2007-12-17;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.539.467/0001-53;2005-07-28;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.539.484/0001-90;2005-08-16;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.563.519/0001-27;2005-09-14;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.589.985/0001-81;2005-10-05;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.597.039/0001-87;2005-10-27;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.606.540/0001-62;2005-11-16;01.701.201/0001-89;KIRTON BANK S.A. - BANCO MÚLTIPLO
FIDC;07.622.677/0001-00;2005-11-28;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.647.842/0001-89;2005-10-11;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.647.909/0001-85;2006-12-04;33.066.408/0001-15;BANCO ABN AMRO REAL S.A.
FIDC;07.661.040/0001-23;2005-10-28;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.664.187/0001-77;2006-06-16;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;07.665.627/0001-00;2006-07-28;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;07.670.637/0001-34;2005-10-14;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;07.675.392/0001-38;2005-12-09;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.680.871/0001-42;2005-11-09;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.682.394/0001-54;2006-07-24;60.394.079/0001-04;BANCO ITAUBANK S.A.
FIDC;07.694.786/0001-33;2005-11-08;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.694.905/0001-58;2005-11-10;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.701.490/0001-00;2007-05-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;07.707.373/0001-46;2006-04-03;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.726.977/0001-30;2006-03-30;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.727.002/0001-26;2006-04-19;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.727.032/0001-32;2006-03-20;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.727.757/0001-20;2005-11-17;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;07.727.766/0001-11;2005-11-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;07.727.771/0001-24;2005-11-17;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;07.728.098/0001-47;2005-07-19;33.644.196/0001-06;BANCO FATOR S/A
FIDC;07.738.319/0001-68;2005-12-06;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;07.738.385/0001-38;2005-12-06;71.590.442/0001-83;LASTRO RDV DTVM LTDA
FIDC;07.742.454/0001-87;2005-12-15;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.747.463/0001-60;2005-12-26;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;07.753.073/0001-01;2005-12-22;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.757.369/0001-92;2006-01-06;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.766.151/0001-02;2006-01-09;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;07.774.575/0001-00;2006-07-12;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.797.184/0001-01;2006-01-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.804.655/0001-61;2006-01-20;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;07.818.028/0001-80;2006-02-23;92.702.067/0001-96;BANCO DO ESTADO DO RIO GRANDE DO SUL SA
FIDC;07.825.438/0001-58;2006-08-09;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.848.894/0001-13;2006-03-17;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;07.855.693/0001-43;2006-02-23;11.397.040/0001-35;ROOT CAPITAL - GESTÃO DE RECURSOS LTDA
FIDC;07.870.653/0001-70;2006-03-06;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;07.880.469/0001-01;2006-07-27;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.887.923/0001-56;2007-05-30;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.887.929/0001-23;2006-10-16;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.964.366/0001-20;2006-04-20;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;07.964.475/0001-47;2006-04-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.972.796/0001-93;2006-06-01;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.976.193/0001-60;2006-04-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;07.984.642/0001-11;2006-08-11;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;07.992.932/0001-07;2006-08-17;07.002.898/0001-86;BANCO SAFRA BSI S/A
FIDC;07.992.957/0001-00;2006-08-18;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.053.350/0001-28;2006-05-30;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.074.602/0001-03;2006-06-14;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.092.514/0001-26;2006-08-01;76.621.457/0001-85;4UM DTVM LTDA
FIDC;08.093.745/0001-54;2014-01-28;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.093.764/0001-80;2006-10-03;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.097.778/0001-72;2006-08-25;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.139.217/0001-99;2006-08-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.139.235/0001-70;2006-08-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.139.250/0001-19;2006-08-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.139.961/0001-93;2007-07-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.140.051/0001-20;2008-12-22;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.148.349/0001-87;2006-09-19;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.155.330/0001-68;2006-08-08;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.165.234/0001-09;2006-07-18;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.179.367/0001-26;2006-11-22;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.189.331/0001-23;2006-11-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.202.282/0001-11;2006-08-01;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.203.825/0001-15;2006-10-05;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.254.342/0001-40;2006-10-11;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;08.270.249/0001-29;2011-11-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.273.747/0001-25;2006-09-05;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.277.528/0001-14;2007-02-07;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.277.595/0001-39;2006-10-27;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.284.271/0001-28;2006-11-08;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.299.048/0001-54;2006-09-26;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.315.045/0001-67;2007-02-28;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;08.370.210/0001-83;2007-03-26;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;08.382.792/0001-18;2007-01-12;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.387.157/0001-23;2006-12-21;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.414.814/0001-84;2007-01-29;01.701.201/0001-89;KIRTON BANK S.A. - BANCO MÚLTIPLO
FIDC;08.417.544/0001-65;2007-01-09;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.423.052/0001-82;2007-01-17;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.
FIDC;08.429.055/0001-23;2006-11-08;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.432.863/0001-40;2007-02-05;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.487.089/0001-74;2006-12-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.490.205/0001-04;2006-12-28;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;08.503.969/0001-97;2006-12-15;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.505.051/0001-87;2006-12-19;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.505.085/0001-71;2007-01-24;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.510.334/0001-17;2007-05-08;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;08.512.604/0001-29;2006-12-13;33.644.196/0001-06;BANCO FATOR S/A
FIDC;08.513.235/0001-99;2006-11-30;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;08.607.660/0001-47;2007-06-22;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.608.674/0001-85;2007-03-22;03.203.507/0001-30;M.SAFRA & CO. PARTICIPAÇÕES S.A.
FIDC;08.608.674/0001-85;2007-04-05;03.203.507/0001-30;M.SAFRA & CO. PARTICIPAÇÕES S.A.
FIDC;08.608.755/0001-85;2007-05-24;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.610.269/0001-00;2007-02-01;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;08.611.414/0001-69;2007-07-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
