TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_ADMIN;ADMIN
FIDC;18.675.887/0001-83;2013-08-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;18.676.119/0001-44;2014-05-27;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;18.676.987/0001-24;2013-08-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;18.677.046/0001-05;2013-08-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;18.686.692/0001-39;2013-09-03;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;18.717.841/0001-80;2013-10-07;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;18.730.809/0001-34;2013-11-27;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;18.862.277/0001-99;2014-01-06;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;18.929.709/0001-31;2013-10-09;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;18.947.353/0001-69;2013-12-02;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;18.956.863/0001-00;2013-10-11;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.009.231/0001-94;2013-11-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.010.579/0001-00;2014-10-01;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;19.055.506/0001-26;2013-10-14;30.723.886/0001-62;BANCO MODAL S.A.
FIDC;19.085.639/0001-45;2015-12-30;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;19.086.092/0001-00;2014-01-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.095.084/0001-12;2013-10-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.117.931/0001-00;2013-12-06;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.153.705/0001-77;2013-11-06;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.187.286/0001-94;2013-11-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.187.295/0001-85;2013-12-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.213.299/0001-90;2017-12-26;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;19.216.624/0001-79;2013-11-11;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;19.220.174/0001-98;2014-01-31;28.156.057/0001-01;BANESTES DTVM SA
FIDC;19.221.032/0001-45;2017-07-05;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;19.234.522/0001-86;2014-12-30;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;19.250.685/0001-52;2014-10-01;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;19.294.734/0001-59;2013-12-20;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;19.294.744/0001-94;2014-02-10;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.307.169/0001-17;2013-12-04;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.372.553/0001-01;2014-01-24;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A
FIDC;19.373.003/0001-07;2014-02-13;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.388.351/0001-40;2013-12-11;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.388.364/0001-19;2013-12-13;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.388.377/0001-98;2013-12-24;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;19.388.423/0001-59;2014-04-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.388.482/0001-27;2014-01-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.390.746/0001-87;2014-04-07;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.407.663/0001-53;2014-03-24;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;19.424.642/0001-46;2014-01-10;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.424.668/0001-94;2014-01-15;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.424.674/0001-41;2015-06-23;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.424.677/0001-85;2015-04-22;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.424.682/0001-98;2014-07-18;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;19.425.573/0001-95;2014-02-25;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.425.655/0001-30;2014-02-21;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;19.425.700/0001-56;2014-05-06;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.476.304/0001-58;2015-07-10;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;19.503.125/0001-62;2015-04-22;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;19.503.193/0001-21;2015-02-24;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;19.527.871/0001-96;2014-01-31;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;19.542.287/0001-00;2014-01-23;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;19.599.487/0001-07;2014-03-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.599.892/0001-17;2014-03-10;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;19.675.590/0001-80;2014-04-30;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.686.540/0001-07;2014-03-07;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;19.746.810/0001-10;2014-04-11;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.782.329/0001-80;2014-03-28;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.802.201/0001-30;2014-04-22;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;19.820.812/0001-01;2014-03-26;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;19.832.159/0001-09;2014-10-30;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;19.832.395/0001-17;2014-05-05;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;19.921.895/0001-25;2014-03-25;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.932.422/0001-23;2014-04-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.932.454/0001-29;2014-03-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;19.997.606/0001-71;2014-05-16;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;20.019.157/0001-76;2014-04-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.045.862/0001-48;2014-04-14;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;20.057.764/0001-20;2014-04-24;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;20.093.858/0001-55;2014-04-24;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.093.934/0001-22;2014-06-25;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.103.394/0001-10;2014-06-04;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;20.118.619/0001-02;2014-04-24;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;20.209.230/0001-72;2014-05-12;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;20.227.405/0001-74;2014-05-21;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.256.882/0001-68;2014-10-06;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;20.287.853/0001-63;2015-10-06;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;20.306.223/0001-99;2014-05-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.339.860/0001-61;2014-06-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.403.406/0001-22;2014-06-10;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;20.460.014/0001-03;2014-06-30;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.486.217/0001-60;2014-10-01;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.589.460/0001-04;2014-07-09;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;20.636.504/0001-00;2014-07-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.636.621/0001-73;2014-08-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.649.717/0001-76;2014-08-29;33.886.862/0001-12;MAXIMA S/A CCTVM
FIDC;20.658.724/0001-34;2017-12-08;33.886.862/0001-12;MAXIMA S/A CCTVM
FIDC;20.696.390/0001-93;2014-07-28;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;20.716.980/0001-30;2015-11-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.717.010/0001-50;2015-07-21;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.717.105/0001-73;2014-12-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.717.279/0001-36;2014-07-30;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;20.763.523/0001-05;2014-08-11;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;20.764.347/0001-18;2015-03-23;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;20.791.371/0001-46;2019-01-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.791.458/0001-13;2014-08-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.791.509/0001-07;2014-08-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.820.603/0001-47;2015-10-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.826.761/0001-04;2014-12-15;03.017.677/0001-20;BANCO J. SAFRA S.A.
FIDC;20.834.641/0001-59;2014-08-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.843.402/0001-65;2014-08-22;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;20.861.236/0001-20;2014-09-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.867.351/0001-01;2014-11-07;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.867.468/0001-95;2014-08-26;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;20.867.499/0001-46;2014-11-27;74.073.974/0001-31;ESTRATEGIA INVESTIMENTOS S/A CVC
FIDC;20.880.888/0001-01;2014-09-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.905.778/0001-57;2014-09-05;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.905.826/0001-07;2014-09-05;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.905.862/0001-70;2014-09-01;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.906.292/0001-33;2014-09-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.953.316/0001-05;2014-10-15;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;20.968.874/0001-44;2014-12-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.968.898/0001-01;2014-12-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;20.971.445/0001-26;2014-10-06;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;20.997.814/0001-50;2014-09-24;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;20.997.817/0001-93;2014-09-24;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;20.997.818/0001-38;2014-09-24;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;21.009.016/0001-35;2014-09-12;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.025.084/0001-98;2014-09-23;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;21.053.703/0001-58;2014-09-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.053.720/0001-95;2014-09-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.053.898/0001-36;2018-05-18;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIDC;21.081.879/0001-13;2014-09-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.081.925/0001-84;2014-09-30;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.081.952/0001-57;2014-09-25;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.081.976/0001-06;2014-09-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.093.151/0001-01;2015-12-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.093.180/0001-73;2014-09-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.120.576/0001-62;2014-09-30;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;21.126.275/0001-46;2015-03-13;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;21.126.315/0001-50;2014-12-11;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;21.161.619/0001-58;2015-02-10;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;21.186.616/0001-79;2014-10-20;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;21.247.203/0001-57;2015-01-16;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;21.247.235/0001-52;2014-11-13;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;21.254.441/0001-90;2016-10-05;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.254.455/0001-03;2015-07-24;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.254.464/0001-02;2015-07-24;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.347.748/0001-35;2014-12-26;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;21.369.140/0001-01;2014-11-17;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;21.397.569/0001-02;2015-01-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.397.624/0001-64;2015-05-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.397.715/0001-08;2015-10-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.397.762/0001-43;2015-11-03;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.397.791/0001-05;2015-10-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.454.585/0001-90;2014-11-27;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;21.520.060/0001-05;2015-02-13;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;21.545.641/0001-00;2014-12-16;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;21.556.756/0001-91;2015-02-23;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;21.556.768/0001-16;2015-01-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.593.679/0001-40;2015-01-27;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;21.605.486/0001-61;2015-01-14;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.605.588/0001-87;2015-04-22;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;21.648.446/0001-05;2015-01-13;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;21.658.426/0001-07;2016-03-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.689.891/0001-05;2015-01-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.689.891/0001-05;2016-04-01;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.796.664/0001-89;2015-02-26;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;21.824.924/0001-82;2015-02-11;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;21.838.483/0001-78;2015-08-19;44.077.014/0001-89;BR-CAPITAL DTVM S.A.
FIDC;21.862.162/0001-09;2015-02-13;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;21.862.216/0001-36;2015-06-11;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;21.862.590/0001-31;2015-04-22;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;21.888.857/0001-60;2015-03-09;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;21.910.987/0001-51;2015-03-02;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;21.910.987/0001-51;2016-07-14;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;21.911.429/0001-00;2015-03-02;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;21.917.325/0001-03;2015-03-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;21.935.012/0001-88;2015-06-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.003.546/0001-39;2015-03-26;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;22.003.571/0001-12;2015-03-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.061.694/0001-00;2015-03-17;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;22.101.473/0001-18;2015-04-15;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;22.106.682/0001-54;2015-12-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.159.843/0001-78;2015-04-09;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;22.175.312/0001-79;2015-04-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.175.345/0001-19;2015-06-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.175.369/0001-78;2015-07-24;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.175.405/0001-01;2015-06-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.235.997/0001-00;2015-04-15;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;22.282.851/0001-07;2016-11-01;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.358.482/0001-99;2015-05-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.397.286/0001-23;2015-05-07;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;22.397.315/0001-57;2015-05-15;33.886.862/0001-12;MAXIMA S/A CCTVM
FIDC;22.406.927/0001-69;2015-06-03;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;22.415.372/0001-11;2015-07-15;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;22.443.388/0001-38;2015-08-05;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;22.443.425/0001-08;2016-05-05;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
