TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC
F.I.I.;32.400.250/0001-05;VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-08-28;2019-07-29;;EM FUNCIONAMENTO NORMAL;2019-10-09;2019-10-09;2020-06-30
F.I.I.;13.842.683/0001-76;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIARIO;2013-05-14;2011-06-16;;EM FUNCIONAMENTO NORMAL;2013-05-14;2020-01-01;2020-12-31
F.I.I.;19.390.695/0001-93;VECTOR QUELUZ LAJES CORPORATIVAS II FUNDO DE INVESTIMENTO IMOBILIARIO;2014-06-30;2013-11-27;2014-09-01;CANCELADA;2014-09-01;;
F.I.I.;22.016.637/0001-09;VENETO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-05-12;2015-04-22;;FASE PRÉ-OPERACIONAL;2017-05-12;;
F.I.I.;12.093.377/0001-11;VENTURA II-A FI IMOBILIÁRIO FII;2010-10-04;;2016-12-08;CANCELADA;2016-12-08;2019-01-01;2019-12-31
F.I.I.;19.267.845/0001-76;VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-02-17;2013-11-06;;EM FUNCIONAMENTO NORMAL;2014-02-17;2020-01-01;2020-12-31
F.I.I.;32.527.552/0001-49;VIC DESENVOLVIMENTO - VINTAGE 20/21 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-19;2018-07-11;;EM FUNCIONAMENTO NORMAL;2020-03-17;2020-03-17;2020-06-30
F.I.I.;31.547.855/0001-60;VINCI INSTRUMENTOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-10-19;2018-08-23;;EM FUNCIONAMENTO NORMAL;2019-09-04;2020-01-01;2020-12-31
F.I.I.;24.853.044/0001-22;VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-05-24;2016-05-13;;EM FUNCIONAMENTO NORMAL;2018-12-10;2020-01-01;2020-12-31
F.I.I.;12.516.185/0001-70;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;2013-07-10;;EM FUNCIONAMENTO NORMAL;2013-07-24;2020-01-01;2020-12-31
F.I.I.;17.554.274/0001-25;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-08-07;2013-01-31;;EM FUNCIONAMENTO NORMAL;2014-03-10;2020-01-01;2020-12-31
F.I.I.;26.452.179/0001-01;VIRACONDO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2017-12-18;2017-02-20;2018-10-01;CANCELADA;2018-10-01;2019-07-01;2020-06-30
F.I.I.;16.924.913/0001-34;VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-09-06;2012-11-27;;EM FUNCIONAMENTO NORMAL;2016-09-06;2019-07-01;2020-06-30
F.I.I.;14.786.587/0001-10;VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-01-08;2014-10-06;2019-05-17;CANCELADA;2019-05-17;2019-07-01;2020-06-30
F.I.I.;20.265.409/0001-47;VOTORANTIM PARKCITY FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII;2015-12-21;2014-05-08;2019-03-08;CANCELADA;2019-03-08;;
F.I.I.;17.870.926/0001-30;Votorantim Securities Master Fundo de Investimento Imobiliário - FII;2018-03-14;2013-03-20;;EM FUNCIONAMENTO NORMAL;2018-07-13;2020-01-01;2020-12-31
F.I.I.;11.196.098/0001-10;VPC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2009-11-23;;2015-04-30;CANCELADA;2015-04-30;;
F.I.I.;21.826.249/0001-20;VRE DESENVOLVIMENTO III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-12-10;2015-03-13;;EM FUNCIONAMENTO NORMAL;2015-12-10;2020-01-01;2020-12-31
F.I.I.;30.248.129/0001-84;VX VI - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-08-16;2018-08-16;;EM FUNCIONAMENTO NORMAL;2018-08-30;2020-01-01;2020-12-31
F.I.I.;30.578.351/0001-45;VX XII - Fundo de Investimento Imobiliário;2019-03-26;2018-05-16;;EM FUNCIONAMENTO NORMAL;2019-03-27;2020-01-01;2020-12-31
F.I.I.;30.982.974/0001-89;VX XVI - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-06-27;2018-06-22;;EM FUNCIONAMENTO NORMAL;2019-11-01;2020-01-01;2020-12-31
F.I.I.;26.269.251/0001-60;WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-01-23;2016-09-22;;EM FUNCIONAMENTO NORMAL;2017-05-03;2019-07-01;2020-06-30
F.I.I.;12.834.763/0001-17;WM RB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-15;;2017-08-24;CANCELADA;2017-08-24;2019-01-01;2019-12-31
F.I.I.;16.802.320/0001-03;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-03-06;2012-08-17;;EM FUNCIONAMENTO NORMAL;2013-03-06;2020-01-01;2020-12-31
F.I.I.;28.516.301/0001-91;XP CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-07-31;2017-04-26;;EM FUNCIONAMENTO NORMAL;2019-09-12;2020-01-01;2020-12-31
F.I.I.;18.308.516/0001-63;XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-19;2015-09-29;;EM FUNCIONAMENTO NORMAL;2016-04-19;2020-01-01;2020-12-31
F.I.I.;28.516.325/0001-40;XP Industrial Fundo de Investimento Imobiliário;2018-05-21;2017-04-26;;EM FUNCIONAMENTO NORMAL;2018-07-04;2019-07-01;2020-06-30
F.I.I.;26.502.794/0001-85;XP Log Fundo de Investimento Imobiliário - FII;2018-04-26;2016-10-18;;EM FUNCIONAMENTO NORMAL;2018-05-28;2020-01-01;2020-12-31
F.I.I.;28.757.546/0001-00;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2017-10-04;2017-09-26;;EM FUNCIONAMENTO NORMAL;2017-12-22;2019-07-01;2020-06-30
F.I.I.;30.654.849/0001-40;XP PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-09-20;2018-05-23;;EM FUNCIONAMENTO NORMAL;2019-12-04;2020-01-01;2020-12-31
F.I.I.;13.811.400/0001-29;XP RECEBIVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-11-16;;2017-05-17;CANCELADA;2017-05-17;2019-01-01;2019-12-31
F.I.I.;30.983.020/0001-90;XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-02;2018-06-22;;EM FUNCIONAMENTO NORMAL;2019-07-10;2020-01-01;2020-12-31
F.I.I.;26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-27;2016-10-18;;EM FUNCIONAMENTO NORMAL;2017-09-28;2020-01-01;2020-12-31
F.I.I.;24.853.060/0001-15;XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-05-24;2016-05-13;;EM FUNCIONAMENTO NORMAL;2016-12-27;2020-01-01;2020-12-31
F.I.I.;18.265.829/0001-81;YAGO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-12-09;2013-05-17;;EM FUNCIONAMENTO NORMAL;2013-12-09;2020-01-01;2020-12-31
F.I.I.;28.267.696/0001-36;YAGUARA CAPITAL HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIARIO;2017-07-31;2017-06-30;;EM FUNCIONAMENTO NORMAL;2019-05-23;2020-01-01;2020-12-31
F.I.I.;33.842.871/0001-01;YORK - FUNDO DE INVESTIMENTO IMOBILIARIO;2019-07-03;2019-05-24;;EM FUNCIONAMENTO NORMAL;2019-07-04;2020-01-01;2020-12-31
F.I.I.;28.266.953/0001-15;ZAHAV FUNDO DE INVESTIMENTOS IMOBILIÁRIOS - FII;2018-05-17;2017-06-28;2019-03-08;CANCELADA;2019-03-08;2019-07-01;2020-06-30
F.I.I.;35.820.768/0001-96;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-09;2020-01-16;;EM FUNCIONAMENTO NORMAL;2020-05-08;2020-05-08;2020-12-31
FACFIF;03.998.582/0001-35;051 BLUE MARLIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO- CRED PRIV IE;2003-04-30;2001-01-19;2005-02-02;CANCELADA;2005-02-02;;
FACFIF;01.616.407/0001-00;15999 FI MULTIMERCADO CRÉDITO PRIVADO;2003-04-30;1997-01-22;2005-03-18;CANCELADA;2005-03-18;2005-01-01;2005-12-31
FACFIF;04.810.809/0001-30;44 FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO;2003-04-30;2001-12-21;2003-04-30;CANCELADA;2003-04-30;;
FACFIF;06.047.283/0001-03;5 ESTRELAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2003-12-30;2003-12-30;2005-03-14;CANCELADA;2005-03-14;;
FACFIF;03.267.429/0001-38;A15 FUNDO DE APLIC EM QUOTAS DE FDOS DE INV. FINANCEIRO;2003-04-30;1999-07-14;2003-03-10;CANCELADA;2003-03-10;;
FACFIF;05.446.014/0001-57;A21 FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO;2003-04-30;2003-02-03;2003-08-22;CANCELADA;2003-08-22;;
FACFIF;01.625.231/0001-53;AAA ALLOCATION FDO DE APLICACAO EM QUOTAS DE FIF;2003-04-30;1997-05-22;2003-03-21;CANCELADA;2003-03-21;;
FACFIF;01.353.626/0001-44;AAA ALLOCATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2003-04-30;1996-11-29;2005-03-07;CANCELADA;2005-03-07;;
FACFIF;05.307.521/0001-00;AAA ALMAF FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2003-04-30;2002-11-11;2005-03-18;CANCELADA;2005-03-18;;
FACFIF;04.919.861/0001-29;ABC BRASIL AMSTERDA - FUNDO DE APLICACAO EM QUOTAS DE FIF;2003-04-30;2002-03-18;2002-10-15;CANCELADA;2002-10-15;;
FACFIF;02.975.821/0001-79;ABC BRASIL APROACH FAQFIF-60;2003-04-30;1999-06-07;2000-05-23;CANCELADA;2000-05-23;;
FACFIF;04.919.851/0001-93;ABC BRASIL AUSTRIA - FUNDO DE APLICACAO EM QUOTAS DE FIF;2003-04-30;2002-03-18;2002-10-15;CANCELADA;2002-10-15;;
FACFIF;03.524.594/0001-28;ABC BRASIL AVAILABLE - FUNDO DE APLICACAO EM QUOTAS DE FIF;2003-04-30;2000-05-23;2001-07-13;CANCELADA;2001-07-13;;
FACFIF;04.415.555/0001-55;ABC BRASIL ROYAL FUNDO DE APLIC. EM QUOTAS DE FUNDOS;2003-04-30;2001-05-04;2002-05-03;CANCELADA;2002-05-03;;
FACFIF;68.666.080/0001-52;ABC ROMA EXCO FUNDO APLICACAO QUOTAS FUNDO INV FIN 60 DIAS;2003-04-30;1992-11-18;2001-03-07;CANCELADA;2001-03-07;;
FACFIF;02.498.199/0001-55;ABN AMRO AS FAQ DE FI GROWTH;2003-04-30;1998-04-16;2003-10-03;CANCELADA;2003-10-03;;
FACFIF;03.515.435/0001-67;ABN AMRO AS FUNDO DE APLIACAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO;2003-04-30;1999-12-08;2004-06-30;CANCELADA;2004-06-30;;
FACFIF;05.509.415/0001-09;ABN AMRO AS FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO HEMATITA;2003-12-09;2003-12-09;2004-08-27;CANCELADA;2004-08-27;;
FACFIF;03.765.629/0001-10;ABN AMRO AS FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO MARCONI;2003-04-30;2000-04-03;2005-03-24;CANCELADA;2005-03-24;2004-07-01;2005-06-30
FACFIF;05.342.482/0001-81;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ÁGATA;2003-04-30;2003-03-11;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.342.574/0001-61;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO AMBAR;2003-05-07;2003-05-07;2005-03-15;CANCELADA;2005-03-15;2004-07-01;2005-06-30
FACFIF;05.510.783/0001-77;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CIVIC;2003-09-08;2003-09-08;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.069.500/0001-01;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CMF;2003-05-05;2003-05-05;2005-03-15;CANCELADA;2005-03-15;2005-01-01;2005-12-31
FACFIF;02.017.793/0001-87;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO DOMINANT;2003-04-30;1997-07-18;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;04.299.292/0001-66;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GOLFE;2003-04-30;2001-02-05;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.510.866/0001-66;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAGAZINE;2004-01-16;2004-01-16;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.342.397/0001-13;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MARFIM;2003-04-30;2003-03-12;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;02.017.792/0001-32;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MARTINI;2003-04-30;1997-07-21;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;04.299.315/0001-32;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO NEWTON;2003-04-30;2001-02-05;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;04.871.754/0001-78;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO OPALA;2003-04-30;2001-12-04;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;04.871.805/0001-61;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO OPTIMIZATION;2003-04-30;2001-12-04;2005-03-31;CANCELADA;2005-03-31;2005-01-01;2005-12-31
FACFIF;05.342.219/0001-92;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO QUARTZ;2003-04-30;2002-12-16;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;04.871.757/0001-01;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO RUBI;2003-04-30;2001-04-12;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.510.865/0001-11;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO SELECT;2004-04-01;2004-04-01;2005-03-31;CANCELADA;2005-03-31;2005-01-01;2005-12-31
FACFIF;04.871.740/0001-54;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO SÍRIUS;2003-04-30;2002-07-30;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.342.544/0001-55;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO TURMALINA;2003-04-30;2003-04-17;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;04.871.751/0001-34;ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO TURQUESA;2003-04-30;2002-12-13;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;01.632.622/0001-03;ABN AMRO DAM CAMBIAL HEDGE FAQ;2003-04-30;1997-03-21;2003-04-30;CANCELADA;2003-04-30;;
FACFIF;03.306.802/0001-12;ABN AMRO DAM FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO HIGH YIELD;2003-04-30;1999-08-02;2003-04-30;CANCELADA;2003-04-30;;
FACFIF;01.604.795/0001-00;ABN AMRO DAM RF FUNDO DE APLICACAO EM QUOTAS;2003-04-30;1997-01-13;2004-11-19;CANCELADA;2004-11-19;;
FACFIF;01.048.769/0001-42;ABN AMRO FAQ DE FI CAMBIAL PLUS;2003-04-30;1996-03-18;2003-04-30;CANCELADA;2003-04-30;;
FACFIF;02.224.370/0001-38;ABN AMRO FAQ DE FI CREDIT PRIVATE DI;2003-04-30;1997-11-27;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;00.831.328/0001-50;ABN AMRO FAQ DE FI CURTO PRAZO;2003-04-30;1995-10-02;2002-11-25;CANCELADA;2002-11-25;;
FACFIF;03.101.678/0001-59;ABN AMRO FAQ DE FI EMPRESA II DI;2003-04-30;1999-11-26;2002-08-09;CANCELADA;2002-08-09;;
FACFIF;03.534.692/0001-46;ABN AMRO FAQ DE FI GOVPE;2003-04-30;2000-02-24;2003-05-20;CANCELADA;2003-05-20;;
FACFIF;02.224.378/0001-02;ABN AMRO FAQ DE FI INTEREST PLUS;2003-04-30;1998-01-02;2003-04-30;CANCELADA;2003-04-30;;
FACFIF;02.224.374/0001-16;ABN AMRO FAQ DE FI INTEREST PREMIUM;2003-04-30;1998-01-02;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;02.498.094/0001-04;ABN AMRO FAQ DE FI MANAGER PLUS;2003-04-30;1998-07-13;2004-04-16;CANCELADA;2004-04-16;;
FACFIF;02.224.371/0001-82;ABN AMRO FAQ DE FI MANAGER PREMIUM;2003-04-30;1998-01-02;2004-04-16;CANCELADA;2004-04-16;;
FACFIF;00.831.326/0001-60;ABN AMRO FAQ DE FI TARGET DI;2003-04-30;1995-10-02;2002-11-25;CANCELADA;2002-11-25;;
FACFIF;03.181.097/0001-74;ABN AMRO FAQ DE FI TEXTILE;2003-04-30;1999-12-20;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.871.629/0001-68;ABN AMRO FAQ PLENO PLUS DI;2003-04-30;2002-07-29;2004-04-16;CANCELADA;2004-04-16;;
FACFIF;04.871.632/0001-81;ABN AMRO FAQ PLENO PRIVATE DI;2003-04-30;2002-07-12;2004-04-16;CANCELADA;2004-04-16;;
FACFIF;04.573.109/0001-79;ABN AMRO FDO APLIC.QUOTAS DE FDO DE INVEST.ITABAINA;2003-04-30;2002-01-03;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.299.235/0001-87;ABN AMRO FDO DE APLIC. EM QUOTAS DE FDO DE INV.PROVINCIA;2003-04-30;2001-04-26;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.299.584/0001-07;ABN AMRO FDO DE APLIC.EM QUOTAS DE FDO DE INVEST.CENTRAL I;2003-04-30;2001-08-01;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.572.881/0001-76;ABN AMRO FDO DE APLIC.QUOTAS DE FDO DE INVESTIMENTO IPE DI;2003-04-30;2001-09-21;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.299.499/0001-30;ABN AMRO FDO DE APLIC.QUOTAS DE FDO DE INVESTIMENTO POLAR;2003-04-30;2001-07-06;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.572.877/0001-08;ABN AMRO FDO DE APLIC.QUOTAS DE FDO INVESTIMENTO SMART DI;2003-04-30;2001-09-21;2003-10-03;CANCELADA;2003-10-03;;
FACFIF;01.856.044/0001-80;ABN AMRO FUNDO DE APLIC EM QUOTAS DE FUND INVEST RF PLUS;2003-04-30;1997-10-15;2003-09-26;CANCELADA;2003-09-26;;
FACFIF;05.211.596/0001-92;ABN AMRO FUNDO DE APLIC EM QUOTAS DE FUNDOS DE INV VOX 1;2003-04-30;2002-11-14;2004-02-13;CANCELADA;2004-02-13;;
FACFIF;04.871.641/0001-72;ABN AMRO FUNDO DE APLIC QUOTAS FUND INV PLENO LOJISTA DI;2003-04-30;2002-09-03;2003-04-30;CANCELADA;2003-04-30;;
FACFIF;04.572.912/0001-99;ABN AMRO FUNDO DE APLIC.EM QUOTAS DE FDO.DE INV. METALS;2003-04-30;2001-11-06;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;04.299.402/0001-90;ABN AMRO FUNDO DE APLIC.EM QUOTAS DE FDO.DE.INV. IGPM;2003-04-30;2001-11-07;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;03.534.445/0001-40;ABN AMRO FUNDO DE APLIC.EM QUOTAS DE FIF INTEREST DT;2003-04-30;1999-11-17;2002-11-25;CANCELADA;2002-11-25;;
FACFIF;03.534.332/0001-44;ABN AMRO FUNDO DE APLIC.EM QUOTAS DE FUNDOS DE INV.RISK DT;2003-04-30;2000-10-30;2002-08-16;CANCELADA;2002-08-16;;
FACFIF;01.615.736/0001-37;ABN AMRO FUNDO DE APLICAÇÃO EM COTAS DE FUNDOS DE INVESTIMENTO MAXIMUM DI;2004-11-16;1997-01-21;2004-11-16;CANCELADA;2004-11-16;2004-07-01;2005-06-30
FACFIF;05.510.877/0001-46;ABN AMRO FUNDO DE APLICAÇÃO EM QUOTAS DE  FUNDOS DE INVESTIMENTO FORTINET;2003-10-24;2003-10-24;2004-03-01;CANCELADA;2004-03-01;;
FACFIF;03.765.938/0001-90;ABN AMRO FUNDO DE APLICACAO EM QUOTAS DE FI JADE;2003-04-30;2000-12-22;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;03.533.054/0001-00;ABN AMRO FUNDO DE APLICACAO EM QUOTAS DE FI MERCADOR DI;2003-04-30;2000-08-18;2002-10-25;CANCELADA;2002-10-25;;
FACFIF;03.534.684/0001-08;ABN AMRO FUNDO DE APLICACAO EM QUOTAS DE FI PM 1;2003-04-30;2000-06-27;2001-12-14;CANCELADA;2001-12-14;;
FACFIF;02.224.372/0001-27;ABN AMRO FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO FLY;2003-04-30;1997-10-20;2004-11-10;CANCELADA;2004-11-10;2004-07-01;2005-06-30
FACFIF;03.765.710/0001-09;ABN AMRO FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO LOGISTA;2003-04-30;2000-04-03;2005-01-01;CANCELADA;2005-01-01;2005-01-01;2005-12-31
FACFIF;05.510.781/0001-88;ABN AMRO FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS INVESTIMENTO HOLANDA;2003-08-18;2003-08-18;2005-01-04;CANCELADA;2005-01-04;2004-07-01;2005-06-30
FACFIF;03.534.676/0001-53;ABN AMRO FUNDO DE APLICACAO EM QUOTAS TRUE TYPE;2003-04-30;2000-05-31;2000-11-22;CANCELADA;2000-11-22;;
FACFIF;05.510.754/0001-05;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ELETRON BOA VIAGEM;2003-10-23;2003-10-23;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;00.888.011/0001-50;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GRADED;2003-04-30;1995-12-26;2005-03-31;CANCELADA;2005-03-31;2005-01-01;2005-12-31
FACFIF;05.342.793/0001-40;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LUNA;2003-04-30;2003-04-29;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.342.382/0001-55;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO REACTION;2003-04-30;2002-12-20;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;02.224.379/0001-49;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO RISK PLUS;2003-04-30;1997-10-20;2005-01-01;CANCELADA;2005-01-01;2005-01-01;2005-12-31
FACFIF;01.615.742/0001-94;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO RISK PRIVATE;2003-04-30;1996-12-17;2005-01-01;CANCELADA;2005-01-01;2005-01-01;2005-12-31
FACFIF;02.224.375/0001-60;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI CREDIT PLUS;2003-04-30;1997-10-20;2005-01-01;CANCELADA;2005-01-01;2005-01-01;2005-12-31
FACFIF;01.604.794/0001-65;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI DAM;2003-04-30;1997-01-13;2005-01-01;CANCELADA;2005-01-01;;
FACFIF;03.765.869/0001-15;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI EAGE;2003-04-30;1999-11-19;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
FACFIF;05.510.848/0001-84;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI FARBEL;2004-04-26;2003-01-14;2005-03-01;CANCELADA;2005-03-01;2004-07-01;2005-06-30
FACFIF;68.616.465/0001-05;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI PRIVATE;2003-04-30;1992-09-03;2005-01-01;CANCELADA;2005-01-01;2005-01-01;2005-12-31
FACFIF;02.224.353/0001-09;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI PROFIT PLUS;2003-04-30;1997-10-20;2005-01-01;CANCELADA;2005-01-01;2005-01-01;2005-12-31
FACFIF;05.510.884/0001-48;ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI PROVISION;2004-01-07;2004-01-07;2005-03-31;CANCELADA;2005-03-31;2004-07-01;2005-06-30
