TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC
FIDC;29.226.523/0001-32;COBRE VI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2019-06-12;2017-11-17;2019-08-28;CANCELADA;2019-08-28;2019-06-12;2020-03-31
FIDC;32.526.025/0001-10;COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-06-19;2019-01-08;;EM FUNCIONAMENTO NORMAL;2019-07-22;2019-07-22;2020-05-31
FIDC;35.580.911/0001-10;COLORADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETO;2020-03-05;2019-06-26;;FASE PRÉ-OPERACIONAL;2020-03-05;;
FIDC;24.553.055/0001-97;COLUMBIA FIDC MULTIMERCADO;2016-06-03;2016-08-08;;LIQUIDAÇÃO;2018-08-09;2020-02-01;2021-01-31
FIDC;11.281.021/0001-49;COMANCHE CLEAN ENERGY FIDC MERCANTIS;2010-01-14;2010-01-15;2012-03-28;CANCELADA;2012-03-28;2018-10-01;2019-09-30
FIDC;23.200.254/0001-59;COMEXPORT INVI I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2015-09-17;2015-10-15;2019-06-26;CANCELADA;2019-06-26;2019-05-01;2020-04-30
FIDC;24.237.699/0001-76;COMEXPORT INVI I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2017-12-11;2016-02-11;2019-06-26;CANCELADA;2019-06-26;2019-05-01;2020-04-30
FIDC;05.607.467/0001-18;CONCORDIA FIDC;2003-05-23;2003-05-23;2014-03-24;CANCELADA;2014-03-24;2019-05-01;2020-04-30
FIDC;06.048.344/0001-57;CONCORDIA POLARIS FIDC;2004-01-27;;2011-04-01;CANCELADA;2011-04-01;2018-11-01;2019-10-31
FIDC;36.815.016/0001-08;CONDOCASH - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2020-04-22;2020-04-06;;EM FUNCIONAMENTO NORMAL;2020-04-22;2020-04-22;2020-06-30
FIDC;27.771.613/0001-89;CONQUEST BRAZIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2017-06-14;2017-04-18;;EM FUNCIONAMENTO NORMAL;2017-12-12;2020-05-01;2021-04-30
FIDC;23.521.077/0001-02;CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2015-10-29;2015-09-21;;EM FUNCIONAMENTO NORMAL;2018-11-01;2019-07-01;2020-06-30
FIDC;35.138.000/0001-37;CONTAÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-12-26;2019-12-20;;EM FUNCIONAMENTO NORMAL;2020-05-19;2020-05-19;2020-12-31
FIDC;29.187.006/0001-00;CONTATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2017-12-28;2017-11-23;;EM FUNCIONAMENTO NORMAL;2017-12-28;2020-01-01;2020-12-31
FIDC;26.690.689/0001-17;CONTINENTALBANCO NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - NAO PADRONIZADO;2017-02-07;2016-11-16;;EM FUNCIONAMENTO NORMAL;2017-09-06;2019-09-01;2020-08-31
FIDC;32.302.142/0001-08;CONVEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-12-03;2018-12-05;;FASE PRÉ-OPERACIONAL;2019-12-03;;
FIDC;25.333.933/0001-21;COPACABANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ABERTO - FIDC-NP;2016-08-15;2016-07-15;;FASE PRÉ-OPERACIONAL;2016-08-15;;
FIDC;11.351.413/0001-37;CORAL FIDC MULTISETORIAL;2009-12-14;2009-12-24;;LIQUIDAÇÃO;2014-01-30;2019-07-01;2020-06-30
FIDC;07.563.519/0001-27;CORP MULTISSETORIAL - FIDC;2005-09-14;2005-09-19;2010-06-30;CANCELADA;2010-06-30;2018-09-01;2019-08-31
FIDC;14.606.301/0001-78;CORPORATE NPL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2012-10-19;2012-10-19;2017-12-27;CANCELADA;2017-12-27;2019-01-01;2019-12-31
FIDC;14.606.175/0001-51;CORPORATE NPL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2013-03-25;2011-10-18;2013-03-25;CANCELADA;2013-03-25;;
FIDC;14.606.175/0001-51;CORPORATE NPL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2013-03-25;2013-04-08;2018-12-14;CANCELADA;2018-12-14;;
FIDC;10.810.396/0001-96;CORPORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2009-07-08;2009-07-10;2014-07-17;CANCELADA;2014-07-17;2019-05-01;2020-04-30
FIDC;10.810.396/0001-96;CORPORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2014-07-17;2015-01-22;;EM FUNCIONAMENTO NORMAL;2014-07-17;2020-05-01;2021-04-30
FIDC;34.012.276/0001-01;CORTEVA AGRISCIENCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS I;2019-12-13;2019-05-15;;EM FUNCIONAMENTO NORMAL;2019-12-20;2020-02-01;2021-01-31
FIDC;33.003.417/0001-67;COSTA BRAVA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-11-27;2019-02-18;;FASE PRÉ-OPERACIONAL;2019-11-27;;
FIDC;30.177.946/0001-99;CPV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-11-18;2017-12-29;;FASE PRÉ-OPERACIONAL;2019-11-18;;
FIDC;26.820.954/0001-34;CREDBEV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2017-12-06;2016-12-19;;EM FUNCIONAMENTO NORMAL;2017-12-15;2020-01-01;2020-12-31
FIDC;10.528.349/0001-54;CREDENCIAL FIDC;2008-12-22;2008-12-22;2009-11-04;CANCELADA;2009-11-04;2019-01-01;2019-12-31
FIDC;10.528.349/0001-54;CREDENCIAL FIDC;2009-11-04;2010-01-27;;EM FUNCIONAMENTO NORMAL;2009-11-04;2020-01-01;2020-12-31
FIDC;19.153.705/0001-77;CREDERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2013-11-06;2013-10-14;;EM FUNCIONAMENTO NORMAL;2014-10-31;2019-10-01;2020-09-30
FIDC;11.351.407/0001-80;CREDFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SACADOS ÂNCORA MULTISETORIAL;2009-12-11;2009-12-22;;EM FUNCIONAMENTO NORMAL;2011-03-11;2019-07-01;2020-06-30
FIDC;07.675.392/0001-38;CREDIBEL FIDC - VEÍCULOS E INSS;2005-12-09;2005-12-13;2009-04-08;CANCELADA;2009-04-08;2019-07-01;2020-06-30
FIDC;08.277.595/0001-39;CREDIBEL FIDC II - VEÍCULOS;2006-10-27;2006-11-03;2010-01-06;CANCELADA;2010-01-06;2018-10-01;2019-09-30
FIDC;21.648.446/0001-05;CREDIFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2015-01-13;2014-12-12;;EM FUNCIONAMENTO NORMAL;2015-01-30;2020-01-01;2020-12-31
FIDC;31.962.973/0001-35;CREDIHOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-01-30;2018-10-29;;EM FUNCIONAMENTO NORMAL;2019-02-01;2020-04-01;2021-03-31
FIDC;25.167.283/0001-91;CREDIMACO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO DE MATERIAL DE CONSTRUÇÃO;2017-02-02;2016-06-23;;FASE PRÉ-OPERACIONAL;2017-02-02;;
FIDC;28.879.529/0001-46;CREDISA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2018-01-19;2017-09-21;;EM FUNCIONAMENTO NORMAL;2018-08-03;2019-12-01;2020-11-30
FIDC;35.654.910/0001-72;CREDISFERA ACELERADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2020-04-17;2019-11-07;;EM FUNCIONAMENTO NORMAL;2020-05-07;2020-05-07;2021-02-28
FIDC;19.213.299/0001-90;CREDIT BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2017-12-26;2013-10-11;;EM FUNCIONAMENTO NORMAL;2017-12-26;2020-02-01;2021-01-31
FIDC;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER;2010-10-04;2010-10-04;;EM FUNCIONAMENTO NORMAL;2010-12-20;2020-01-01;2020-12-31
FIDC;17.030.581/0001-07;CREDIT BRASIL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISSETORIAL HIGH;2013-10-17;2013-11-04;;EM FUNCIONAMENTO NORMAL;2014-05-12;2020-01-01;2020-12-31
FIDC;12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2012-01-04;2012-01-04;2015-12-15;CANCELADA;2015-12-15;2019-01-01;2019-12-31
FIDC;12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2015-12-15;2012-01-04;2019-05-15;CANCELADA;2019-05-15;2019-01-01;2019-12-31
FIDC;12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-08-19;2012-01-04;;EM FUNCIONAMENTO NORMAL;2019-08-19;2020-01-01;2020-12-31
FIDC;32.274.874/0001-23;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIOS NÃO PADRONIZADOS;2019-06-17;2018-10-30;;EM FUNCIONAMENTO NORMAL;2019-08-14;2020-04-01;2021-03-31
FIDC;33.795.164/0001-01;CREDITCORP II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-08-26;2018-11-16;;EM FUNCIONAMENTO NORMAL;2019-09-23;2020-01-01;2020-12-31
FIDC;28.702.814/0001-97;CREDITISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2018-03-20;2017-09-06;;EM FUNCIONAMENTO NORMAL;2018-06-06;2020-04-01;2021-03-31
FIDC;09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS;2007-10-23;2007-10-23;2014-04-01;CANCELADA;2014-04-01;2019-01-01;2019-12-31
FIDC;09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS;2014-04-01;2014-04-01;;EM FUNCIONAMENTO NORMAL;2014-04-01;2020-01-01;2020-12-31
FIDC;08.708.019/0001-07;CREDITO CORPORATIVO BRASIL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2009-12-04;2009-12-04;2016-06-17;CANCELADA;2016-06-17;2019-01-01;2019-12-31
FIDC;08.417.544/0001-65;CRÉDITO UNIVERSITÁRIO FIDC;2007-01-09;2007-01-09;;EM FUNCIONAMENTO NORMAL;2007-01-15;2020-01-01;2020-12-31
FIDC;26.749.095/0001-34;CREDITO UNIVERSITARIO II FIDC;2017-01-04;2016-11-28;;EM FUNCIONAMENTO NORMAL;2017-03-28;2020-01-01;2020-12-31
FIDC;13.627.475/0001-54;CREDIX FIDC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2011-08-04;2011-08-10;;EM FUNCIONAMENTO NORMAL;2011-10-03;2019-08-01;2020-07-31
FIDC;17.093.199/0001-42;CREDIX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2014-02-17;2014-02-17;2017-09-19;CANCELADA;2017-09-19;2019-07-01;2020-06-30
FIDC;23.273.905/0001-30;CREDSHOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS VAREJO;2015-09-29;2015-10-16;;EM FUNCIONAMENTO NORMAL;2016-06-03;2019-11-01;2020-10-31
FIDC;28.194.817/0001-67;CREDVALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2017-09-15;2017-06-02;;EM FUNCIONAMENTO NORMAL;2017-11-23;2020-03-01;2021-02-28
FIDC;30.791.451/0001-55;CRESTONE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2018-06-27;2018-05-25;;EM FUNCIONAMENTO NORMAL;2018-07-27;2020-04-01;2021-03-31
FIDC;14.126.377/0001-04;CROMO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2017-12-26;2011-10-07;;LIQUIDAÇÃO;2020-02-07;2019-07-01;2020-06-30
FIDC;33.823.914/0001-01;CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-09-24;2019-08-18;;EM FUNCIONAMENTO NORMAL;2019-10-03;2020-01-01;2020-12-31
FIDC;18.676.119/0001-44;CROWN OCEAN CAPITAL CREDITS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2013-08-27;2013-09-03;2014-05-27;CANCELADA;2014-05-27;;
FIDC;18.676.119/0001-44;CROWN OCEAN CAPITAL CREDITS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2014-05-27;2013-09-03;;EM FUNCIONAMENTO NORMAL;2014-10-07;2019-08-01;2020-07-31
FIDC;26.648.810/0001-42;CROWN OCEAN CAPITAL CREDITS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2017-01-20;2016-11-03;;EM FUNCIONAMENTO NORMAL;2017-05-04;2019-06-01;2020-05-31
FIDC;32.907.653/0001-45;CROWN OCEAN CAPITAL IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2019-11-26;2019-01-28;;EM FUNCIONAMENTO NORMAL;2019-11-27;2019-11-27;2020-05-31
FIDC;09.308.952/0001-41;CSHG MULTICARTEIRA FIDC NP;2008-08-04;2008-08-04;2010-01-22;CANCELADA;2010-01-22;;
FIDC;35.940.506/0001-65;DA VINCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2020-01-13;2020-01-02;;FASE PRÉ-OPERACIONAL;2020-01-13;;
FIDC;13.005.223/0001-93;DANIELE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2017-12-26;2012-02-02;;EM FUNCIONAMENTO NORMAL;2017-12-26;2020-02-01;2021-01-31
FIDC;32.528.241/0001-02;DANIELE MÚLTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-05-14;2018-11-12;;EM FUNCIONAMENTO NORMAL;2019-09-06;2019-10-01;2020-09-30
FIDC;34.461.516/0001-55;DANUBIO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2020-04-06;2019-06-27;;EM FUNCIONAMENTO NORMAL;2020-04-24;2020-04-24;2020-12-31
FIDC;29.613.776/0001-69;DAVOS ADONAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2018-05-05;2018-01-26;;EM FUNCIONAMENTO NORMAL;2019-02-05;2020-01-01;2020-12-31
FIDC;23.236.865/0001-57;DAY MAX MULTISETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2016-12-14;2015-08-24;;EM FUNCIONAMENTO NORMAL;2017-12-06;2020-05-01;2021-04-30
FIDC;34.197.588/0001-37;DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-10-03;2019-06-10;;EM FUNCIONAMENTO NORMAL;2019-11-08;2020-05-01;2021-04-30
FIDC;19.307.169/0001-17;DAYCORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2013-12-04;2013-12-16;;EM FUNCIONAMENTO NORMAL;2015-11-18;2020-05-01;2021-04-30
FIDC;08.074.602/0001-03;DAYCOVAL FIDC;2006-06-14;2006-07-07;2010-02-24;CANCELADA;2010-02-24;2018-11-01;2019-10-31
FIDC;09.583.906/0001-50;DAYCOVAL VEICULOS FIDC;2008-06-12;2008-06-12;2013-12-13;CANCELADA;2013-12-13;2018-12-01;2019-11-30
FIDC;10.436.207/0001-67;DB MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS DE PRECATORIOS FEDERAIS;2008-12-19;2008-12-19;;EM FUNCIONAMENTO NORMAL;2009-11-13;2020-01-01;2020-12-31
FIDC;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2014-06-25;2014-07-16;;EM FUNCIONAMENTO NORMAL;2014-12-22;2019-10-01;2020-09-30
FIDC;11.468.192/0001-81;DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2010-01-28;2010-05-04;2016-04-25;CANCELADA;2016-04-25;2019-08-01;2020-07-31
FIDC;11.468.192/0001-81;DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2016-04-25;2010-05-04;;EM FUNCIONAMENTO NORMAL;2016-04-25;2019-08-01;2020-07-31
FIDC;25.970.315/0001-92;DELPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2016-12-07;2016-07-28;;EM FUNCIONAMENTO NORMAL;2017-01-03;2019-09-01;2020-08-31
FIDC;24.785.652/0001-47;DELTA ENERGIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2017-07-03;2007-11-12;;EM FUNCIONAMENTO NORMAL;2017-11-29;2019-07-01;2020-06-30
FIDC;34.644.098/0001-31;Delta Energia Pré-Pagamento I FIDC;2020-01-14;2019-08-06;;EM FUNCIONAMENTO NORMAL;2020-02-17;2020-02-17;2020-12-31
FIDC;32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-04-30;2018-12-10;;EM FUNCIONAMENTO NORMAL;2020-02-21;2020-02-21;2020-12-31
FIDC;27.217.740/0001-30;DESCONTANET APUAMA  FIDC;2017-07-12;2017-01-24;;EM FUNCIONAMENTO NORMAL;2017-08-02;2019-09-01;2020-08-31
FIDC;09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2007-12-12;2007-12-12;2010-03-26;CANCELADA;2010-03-26;2019-05-01;2020-04-30
FIDC;09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2010-03-26;2010-10-26;;EM FUNCIONAMENTO NORMAL;2010-03-26;2020-05-01;2021-04-30
FIDC;29.109.316/0001-06;DFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2018-08-07;2017-10-26;;EM FUNCIONAMENTO NORMAL;2018-09-05;2020-01-01;2020-12-31
FIDC;27.326.119/0001-05;DFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2017-05-31;2017-01-31;;EM FUNCIONAMENTO NORMAL;2018-08-06;2020-04-01;2021-03-31
FIDC;37.011.199/0001-63;Dialmun Créditos Judiciais Fundo de Investimento em Direitos Creditórios Não Padronizados;2020-05-04;2020-05-04;;EM FUNCIONAMENTO NORMAL;2020-05-07;2020-05-07;2020-12-31
FIDC;35.265.104/0001-02;DIANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2020-03-09;2019-10-09;;FASE PRÉ-OPERACIONAL;2020-03-09;;
FIDC;24.220.859/0001-74;DIP FINANCING 11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2016-03-29;2016-01-27;;EM FUNCIONAMENTO NORMAL;2018-04-17;2020-04-01;2021-03-31
FIDC;30.828.789/0001-34;DIPLOMATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO;2018-07-06;2018-06-20;;EM FUNCIONAMENTO NORMAL;2018-10-01;2019-09-01;2020-08-31
FIDC;29.720.595/0001-31;DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2018-08-07;2017-12-29;;EM FUNCIONAMENTO NORMAL;2018-08-09;2019-10-01;2020-09-30
FIDC;23.520.837/0001-67;DIVALLORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2015-12-29;2015-10-06;;EM FUNCIONAMENTO NORMAL;2018-02-20;2019-09-01;2020-08-31
FIDC;35.178.750/0001-32;DIVICASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2020-01-16;2019-10-01;;EM FUNCIONAMENTO NORMAL;2020-03-10;2020-04-01;2021-03-31
FIDC;28.849.641/0001-34;DLR CAPITAL FUNDO DE INVESTIMENTO EM DIRETOS CREDITÓRIOS;2018-03-19;2017-10-03;;EM FUNCIONAMENTO NORMAL;2018-05-02;2020-01-01;2020-12-31
FIDC;20.716.980/0001-30;DOWNWIND FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL NAO PADRONIZADO;2015-11-19;2015-11-27;;FASE PRÉ-OPERACIONAL;2015-11-19;;
FIDC;11.771.030/0001-18;DRACZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2010-05-20;2010-05-20;2013-07-31;CANCELADA;2013-07-31;2019-05-01;2020-04-30
FIDC;30.687.382/0001-34;DRIVER BRASIL FOUR BANCO VOLKSWAGEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANC DE VEÍCULOS;2019-05-06;2018-06-01;;EM FUNCIONAMENTO NORMAL;2019-06-18;2020-01-01;2020-12-31
FIDC;14.477.691/0001-23;DRIVER BRASIL ONE BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS;2012-06-15;2011-10-17;2017-09-29;CANCELADA;2017-09-29;2019-01-01;2019-12-31
FIDC;22.483.823/0001-58;DRIVER BRASIL THREE BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS;2015-07-08;2015-08-06;2019-03-26;CANCELADA;2019-03-26;2019-01-01;2019-12-31
FIDC;17.920.603/0001-04;DRIVER BRASIL TWO BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS;2013-09-24;2013-10-04;2019-02-19;CANCELADA;2019-02-19;2019-01-01;2019-12-31
FIDC;30.144.052/0001-00;DSX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE DIREITOS CREDITÓRIOS;2018-09-13;2017-12-29;;EM FUNCIONAMENTO NORMAL;2020-01-08;2020-04-01;2021-03-31
FIDC;31.368.600/0001-30;DSX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2018-10-30;2018-08-16;;EM FUNCIONAMENTO NORMAL;2020-01-08;2020-01-08;2020-08-31
FIDC;13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2011-06-17;2011-06-20;;EM FUNCIONAMENTO NORMAL;2011-12-01;2019-08-01;2020-07-31
FIDC;31.544.287/0001-44;DUBLIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-12-16;2018-08-22;;EM FUNCIONAMENTO NORMAL;2019-12-17;2020-04-01;2021-03-31
FIDC;24.154.040/0001-56;DUNASPLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS MULTISSETORIAL;2016-02-19;2016-03-01;;LIQUIDAÇÃO;2019-11-01;2020-03-01;2021-02-28
FIDC;27.531.264/0001-28;DUO BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2017-07-07;2017-02-14;;EM FUNCIONAMENTO NORMAL;2017-09-01;2019-06-01;2020-05-31
FIDC;28.880.602/0001-08;E3 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2018-01-04;2017-12-11;;EM FUNCIONAMENTO NORMAL;2018-03-15;2020-01-01;2020-12-31
FIDC;29.491.226/0001-14;E3 CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2018-01-31;2018-01-17;2019-10-28;CANCELADA;2019-10-28;2019-07-01;2019-10-28
FIDC;32.138.169/0001-07;E3X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-06-04;2018-10-25;;FASE PRÉ-OPERACIONAL;2019-06-04;;
FIDC;07.539.467/0001-53;ECCELERA FIDC FINANCEIROS;2005-07-28;2005-09-09;2006-03-13;CANCELADA;2006-03-13;;
FIDC;09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2007-09-12;2007-09-12;;EM FUNCIONAMENTO NORMAL;2007-11-09;2019-09-01;2020-08-31
FIDC;28.296.583/0001-69;ECOAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2017-12-14;2017-07-19;;FASE PRÉ-OPERACIONAL;2017-12-14;;
FIDC;34.691.203/0001-93;ECOAGRO INSUMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-09-17;2019-09-03;;EM FUNCIONAMENTO NORMAL;2019-09-20;2020-01-01;2020-12-31
FIDC;35.654.817/0001-68;ECOPARK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2020-04-24;2019-11-07;;FASE PRÉ-OPERACIONAL;2020-04-24;;
FIDC;34.218.936/0001-05;EDISON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-11-28;2019-06-25;;EM FUNCIONAMENTO NORMAL;2020-01-07;2020-01-07;2020-12-31
FIDC;27.016.615/0001-62;EFFICIENTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2017-06-02;2017-01-05;;LIQUIDAÇÃO;2019-12-30;2020-01-01;2020-12-31
FIDC;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2011-04-12;2011-04-18;2015-12-17;CANCELADA;2015-12-17;2019-05-01;2020-04-30
FIDC;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2015-12-17;2011-04-18;;EM FUNCIONAMENTO NORMAL;2015-12-17;2020-05-01;2021-04-30
